ABILITY_NAME_ATTACK_000;Attack
ABILITY_NAME_ATTACK_001;Attack
ABILITY_NAME_ATTACK_002;Attack
ABILITY_NAME_ATTACK_003;Attack
ABILITY_NAME_ATTACK_004;Attack
ABILITY_NAME_ATTACK_005;Attack
ABILITY_NAME_MINEUCHI_000;Subdue
ABILITY_NAME_MINEUCHI_001;Subdue
ABILITY_NAME_ABILITY_CAPTURE;Imprism
ABILITY_NAME_ESCAPE;Escape
ABILITY_NAME_DEFENSE;Defend
ABILITY_NAME_MAKE_TOWER;Stack
ABILITY_NAME_000;DEVASTATION [2]
ABILITY_NAME_001;1,000 NEEDLES [4]
ABILITY_NAME_002;STONE [2]
ABILITY_NAME_003;ORE TOSS [2]
ABILITY_NAME_004;MYTHRIL HAMMER [3]
ABILITY_NAME_005;CHOP [3]
ABILITY_NAME_006;GRENADE [3]
ABILITY_NAME_007;METEOR STRIKE [2]
ABILITY_NAME_008;HEAVE [2]
ABILITY_NAME_009;GOBLIN PUNCH [2]
ABILITY_NAME_010;MOOGLE PUNCH [2]
ABILITY_NAME_011;RED FANG [3]
ABILITY_NAME_012;FIRE [2]
ABILITY_NAME_013;FIRA [3]
ABILITY_NAME_014;FIRAGA [4]
ABILITY_NAME_015;THUNDER [2]
ABILITY_NAME_016;THUNDARA [3]
ABILITY_NAME_017;THUNDAGA [4]
ABILITY_NAME_018;BLIZZARD [2]
ABILITY_NAME_019;BLIZZARA [3]
ABILITY_NAME_020;BLIZZAGA [4]
ABILITY_NAME_021;CHOCOBO KICK [2]
ABILITY_NAME_022;Channel Element: Fire
ABILITY_NAME_023;Channel Element: Ice
ABILITY_NAME_024;Channel Element: Thunder
ABILITY_NAME_025;Channel Element: Water
ABILITY_NAME_026;Channel Element: Wind
ABILITY_NAME_027;Channel Element: Earth
ABILITY_NAME_028;Channel Element: Light
ABILITY_NAME_029;Channel Element: Dark
ABILITY_COMMAND_NAME_001;Fire
ABILITY_COMMAND_NAME_002;Fira
ABILITY_COMMAND_NAME_003;Firaga
ABILITY_COMMAND_NAME_004;Blizzard
ABILITY_COMMAND_NAME_005;Blizzara
ABILITY_COMMAND_NAME_006;Blizzaga
ABILITY_COMMAND_NAME_007;Thunder
ABILITY_COMMAND_NAME_008;Thundara
ABILITY_COMMAND_NAME_009;Thundaga
ABILITY_COMMAND_NAME_010;Water
ABILITY_COMMAND_NAME_011;Watera
ABILITY_COMMAND_NAME_012;Waterga
ABILITY_COMMAND_NAME_013;Aero
ABILITY_COMMAND_NAME_014;Aerora
ABILITY_COMMAND_NAME_015;Aeroga
ABILITY_COMMAND_NAME_016;Quake
ABILITY_COMMAND_NAME_017;Bio
ABILITY_COMMAND_NAME_018;Drain
ABILITY_COMMAND_NAME_019;Syphon
ABILITY_COMMAND_NAME_020;Death
ABILITY_COMMAND_NAME_021;Meteor
ABILITY_COMMAND_NAME_022;Flare
ABILITY_COMMAND_NAME_023;Holy
ABILITY_COMMAND_NAME_024;Ultima
ABILITY_COMMAND_NAME_025;Cure
ABILITY_COMMAND_NAME_026;Cura
ABILITY_COMMAND_NAME_027;Curaga
ABILITY_COMMAND_NAME_028;Regen
ABILITY_COMMAND_NAME_029;Esuna
ABILITY_COMMAND_NAME_030;Raise
ABILITY_COMMAND_NAME_031;Arise
ABILITY_COMMAND_NAME_032;Protect
ABILITY_COMMAND_NAME_033;Shell
ABILITY_COMMAND_NAME_034;Haste
ABILITY_COMMAND_NAME_035;Slow
