npc_edger_0000_0000;Lo siento, pero estoy algo ocupado ahora mismo.
npc_edger_0000_0001;No temáis. Con nuestros soldados y los amigos de Vivi, Fígaro está a salvo.
npc_edger_0000_0002;A ver qué toca ahora...
npc_edger_0000_0003;Hola, Reynn. Un placer verte de nuevo. Siéntete como en casa.
npc_edger_0000_0004;Anda, Lann. No te había visto.
npc_edger_0000_0005;¿Cómo dices, Tama? ¿Eres una dama? Mis más sinceras disculpas. ¿Puedo invitarte a cenar para enmendar mi desliz?
npc_edger_0001_0000;Al mover el castillo, la tormenta de arena al oeste se ha disipado.
npc_edger_0001_0001;Cuando lleguéis al Gran Puente, tened cuidado con un tipo extraño que dice cosas raras.
npc_edger_0001_0002;Ha atacado a varios viajeros. Y con saña algunas veces.
npc_edger_0001_0003;Casi coincidís con los agentes de la Liga de los S. Acaban de partir en su próxima misión.
npc_edger_0001_0004;Siempre atareados.
