Tometown_of_the_Ancients_Quest_npc_04_A_01;El miedo lo es todo para mí... Sois custodios de mirages, ¿no?...
Tometown_of_the_Ancients_Quest_npc_04_A_02;Dicen que algunos mirages son apariciones fantasmagóricas que vagan por el mundo.
Tometown_of_the_Ancients_Quest_npc_04_A_03;¿Podríais traerme esas pesadillas vivientes?
Tometown_of_the_Ancients_Quest_npc_04_B_01;Sabía que me ayudaríais.
Tometown_of_the_Ancients_Quest_npc_04_B_02;Traedme un mirage fantasmagórico... Qué ganas de ver uno.
Tometown_of_the_Ancients_Quest_npc_04_C;Pff... Está bien... Tendré que buscarlos yo mismo...
Tometown_of_the_Ancients_Quest_npc_04_D;¿Eh? ¿Habéis cambiado de parecer?
Tometown_of_the_Ancients_Quest_npc_04_E;Cuanto más miedo den, mejor. Aquí os espero.
Tometown_of_the_Ancients_Quest_npc_04_F_01;¡Ah! Qué... Qué susto... No tenía ni idea de que hubiese mirages tan terroríficos...
Tometown_of_the_Ancients_Quest_npc_04_F_02;Esto es para vosotros, tomad. Ha sido divertido. Hasta otra... ¡Je, je, je!
