Nibelheim_Quest_npc_04_A_01;No sé por qué, pero últimamente mis movimientos de danza han perdido ritmo. ¿Qué me ocurre?...
Nibelheim_Quest_npc_04_A_02;¡Anda, sois custodios de mirages! ¡Me venís como anillo al dedo!
Nibelheim_Quest_npc_04_A_03;Según dicen, en la naturaleza hay algunos mirages muy gráciles.
Nibelheim_Quest_npc_04_A_04;Si os topáis con alguno que parezca sexy, ¿lo podéis traer aquí? Necesito inspiración.
Nibelheim_Quest_npc_04_B_01;¿En serio? ¡Gracias! ¡Seguro que me será de gran ayuda!
Nibelheim_Quest_npc_04_B_02;Tiene que ser ágil... ¡y adorable! Y... Y... Bueno, da igual. Cualquier mirage femenino me servirá.
Nibelheim_Quest_npc_04_C;Lo comprendo. Siento haberos molestado.
Nibelheim_Quest_npc_04_D;Ah, sois vosotros de nuevo. ¿Al final habéis decidido ayudarme?
Nibelheim_Quest_npc_04_E;Recordad: ha de ser un bombón, ¡y adorable! Confío en vuestro buen gusto.
Nibelheim_Quest_npc_04_F_01;¡Qué preciosidad! ¡Y qué monada! Y acabo de darme cuenta de qué es lo que me faltaba.
Nibelheim_Quest_npc_04_F_02;Y todo gracias a vosotros dos. ¡Sois los mejores!
Nibelheim_Quest_npc_04_F_03;Tomad esto. Venga, no os cortéis, aceptadlo. ¡Hasta luego!
