RESONANCECIRCLE_NEBRA_01_01;Peso: 5 o superior
RESONANCECIRCLE_NEBRA_01_02;Resistencia a Tierra: 50 o superior
RESONANCECIRCLE_NEBRA_02_01;Peso: 5 o superior
RESONANCECIRCLE_NEBRA_02_02;Resistencia a Tierra: 75 o superior
RESONANCECIRCLE_ICICLEVALLEY_01_01;Peso: 11 o superior
RESONANCECIRCLE_ICICLEVALLEY_01_02;Resistencia a Tierra: 100 o superior
RESONANCECIRCLE_SALONIA_01_01;Peso: 5 o superior
RESONANCECIRCLE_SALONIA_01_02;Resistencia a Agua: 50 o superior
RESONANCECIRCLE_BOMBVOLCANO_01_01;Peso: 4 o superior
RESONANCECIRCLE_BOMBVOLCANO_01_02;Resistencia a Fuego: 50 o superior
RESONANCECIRCLE_BOMBVOLCANO_02_01;Peso: 5 o superior
RESONANCECIRCLE_BOMBVOLCANO_02_02;Resistencia a Fuego: 50 o superior
RESONANCECIRCLE_BOMBVOLCANO_03_01;Peso: 12 o superior
RESONANCECIRCLE_BOMBVOLCANO_03_02;Resistencia a Fuego: 150 o superior
RESONANCECIRCLE_WINDWETLANDSBANDS_01_01;Peso: 14 o superior
RESONANCECIRCLE_WINDWETLANDSBANDS_01_02;Resistencia a Agua: 25 o superior
RESONANCECIRCLE_TRAINBONEYARD_01_01;Peso: 11 o superior
RESONANCECIRCLE_TRAINBONEYARD_01_02;Resistencia a Rayo: 100 o superior
RESONANCECIRCLE_CEYSTALTOWER_01_01;Peso: 9 o superior
RESONANCECIRCLE_CEYSTALTOWER_01_02;Resistencia a Aire: 75 o superior
RESONANCECIRCLE_CEYSTALTOWER_02_01;Peso: 10 o superior
RESONANCECIRCLE_CEYSTALTOWER_02_02;Resistencia a Tierra: 75 o superior
RESONANCECIRCLE_EXNINECASTLE_01_01;Peso: 11 o superior
RESONANCECIRCLE_EXNINECASTLE_01_02;Resistencia a Frío: 125 o superior
RESONANCECIRCLE_EXA_01_01;Peso: 10 o superior
RESONANCECIRCLE_EXA_01_02;Resistencia a Agua: 100 o superior
