EV00_DETAILED_TEXT_00;Un chico se despierta en su casa. Tras ver la hora que es, se levanta y se dirige a toda[~]prisa a la cafetería en la que trabaja.
EV00_DETAILED_TEXT_01_00;El chico se sorprende al comprobar que es el primero en llegar al trabajo esa mañana. En una de las mesas del fondo, una clienta espera con la mirada perdida y la mente en otra parte. Tras servirle un café, el chico se afana con otras tareas... hasta que su hermana Reynn entra en tromba en el local. Está nerviosa porque, según ella, ocurre algo muy extraño. Tras agarrarle de la mano y arrastrarlo a la calle, le pide que mire a su alrededor: ¡no hay ni un alma! Momentos después, la clienta, que afirma llamarse Enna Kros, y un pequeño ser con apariencia de zorro, Tama, se unen a la conversación y les explican la situación a Reynn y Lann.
EV00_DETAILED_TEXT_01_01;Los gemelos poseen un poder muy especial: son custodios de mirages y tienen la capacidad de controlar unos seres llamados mirages. Con ese poder podrían haber dominado el mundo, pero, por desgracia, perdieron sus mirages y, con ellos, sus recuerdos. Sin embargo, todavía hay esperanza: si Reynn y Lann logran recuperar sus mirages, podrían recordar lo que han olvidado e incluso quizá encontrar a su familia. Con la ayuda de Enna Kros y Tama, los hermanos comienzan su aventura en un nuevo mundo... Grymoire, la tierra de los pezquecos.
EV01_DETAILED_TEXT_00;Nada más aparecer en Grymoire se percatan de algo... Su apariencia ha cambiado: ¡ahora son como los demás habitantes de este extraño mundo! Ya están listos para empezar a recuperar mirages y recuerdos perdidos.
EV01_DETAILED_TEXT_01;Su aventura continúa sin problemas mientras exploran el verde paisaje del mundo que acaban de descubrir... hasta que dan con una extraña grieta espacio-temporal: una fisura lúgubre. En su interior se enfrentan a un poderoso enemigo que los deja al borde de la muerte. Para salvarlos, Tama hace retroceder el tiempo mediante el sacrificio de una de sus numerosas vidas y vuelven de nuevo a Colina Nonarboleda. Allí se encuentran con Enna Kros, quien les anuncia la llegada de una nueva habitante a aquel mundo vacío, por lo que se disponen a buscarla para hablar con ella.
EV01_DETAILED_TEXT_02;En la galería comercial se topan con una mujer dicharachera conocida como Chocolatte. Aunque Lann no esperase que les quisiera vender mercancías, los hermanos toman la decisión de pasarse por su puesto siempre que necesiten algo.
EV01_DETAILED_TEXT_03;De camino a Parque Nexus para regresar a Grymoire y continuar la búsqueda de mirages, Tama se encuentra con una antigua amiga, el hada de viento Serafie. Enna Kros le ha pedido a Serafie que ayude a nuestros amigos a organizar su colección de prismáriums. Tras una breve conversación con la curiosa hada, regresan al portal.
EV01_DETAILED_TEXT_04;Enna Kros los está esperando en Parque Nexus y les informa de que debe despedirse de ellos y de Colina Nonarboleda. Aunque expresan su disconformidad, Enna Kros opta por responder a su aluvión de preguntas con una simple sonrisa. Justo antes de desaparecer con un resplandor, les dice unas palabras desconcertantes: <QUOT>soy una diosa<QUOT>. Reynn y Lann se quedan perplejos tras esta revelación, pero no pueden detenerse ahora: deben proseguir su búsqueda. Regresan a Grymoire y buscan el modo de salir del bosque.
EV02_DETAILED_TEXT_00;Al otro lado del bosque les espera una gran llanura a lo largo de la cual se extiende un lago de aguas cristalinas en las que se reflejan alegremente los rayos del sol. Tras disfrutar durante un momento de la belleza del mundo que se abre ante ellos, Reynn y Lann retoman su marcha hacia lo desconocido.
EV02_DETAILED_TEXT_01_00;Poco después de haber salido del bosque, los hermanos oyen un silbido. Parece provenir de un peculiar tren de vapor que se detiene en un apeadero cercano. Reynn y Lann suben al tren y se encuentran con el revisor cactilio, un profesional del transporte por vía férrea simpático y algo disparatado. Después de resolver el asunto del título de transporte, el tren parte por fin. Tras un corto trayecto, nuestros amigos ven cómo ante ellos se alza Cornelia, con su magnífica colina coronada por el castillo y sus casitas que parecen elevarse hacia el cielo.
EV02_DETAILED_TEXT_01_01;Reynn y Lann deciden pasear por Cornelia y disfrutar de su pintoresca arquitectura, hasta que unos alaridos acaban con la tranquilidad del lugar: ¡un grupo de mirages están atacando el pueblo! Son soldados del llamado <QUOT>ejército de Bahamut<QUOT>. Los gemelos no conocen ese ejército, pero como se trata de mirages, ¡deciden tomar cartas en el asunto! Durante el combate, Lann adopta su forma de koloso y los habitantes de Cornelia, al verlo tan grande, se quedan sorprendidos y un tanto inquietos. Una mujer, consciente de que no son de Grymoire, se acerca a ellos y los invita a acudir al castillo de Cornelia.
EV02_DETAILED_TEXT_02_00;Reynn y Lann entran en la sala de audiencias del castillo de Cornelia y allí se dan cuenta de que la mujer que les pidió que fuesen al castillo no es una aldeana cualquiera: ¡es la princesa Sara de Cornelia! Un buen monarca siempre es agradecido, y la princesa Sara da las gracias a los hermanos por haber salvado el pueblo. Después les explica que ellos son los <QUOT>kolosos de la colina<QUOT> de los que habla la profecía y que su destino está unido al de Grymoire de un modo único: traerán al mundo la salvación... o la desolación.
EV02_DETAILED_TEXT_02_01;Reynn intenta asimilar lo que implica la profecía, pero hay asuntos más urgentes que tratar. El ejército de Bahamut volverá a atacar Cornelia y los hermanos se han comprometido a ayudar al pueblo en la lucha, aunque primero deciden ir a la Caverna Nébula para capturar algunos mirages. Si quieren ser útiles en combate, van a necesitar más poder.
EV03_DETAILED_TEXT_00_00;En lo más profundo de la Caverna Nébula, Reynn y Lann se encuentran con Ifrit, Shiva y Lamú. Estos tres imponentes mirages parecen tener algo que ver con nuestros jóvenes amigos...
EV03_DETAILED_TEXT_00_01;"Para demostrar su fuerza, los gemelos se enfrentan a uno de los tres poderosos mirages de la Caverna Nébula. Tanto si vencen como si caen derrotados, resulta evidente que no tienen poder suficiente como para dirigir a los tres en combate, así que su rival les entrega un prismárium para controlar un mirage inferior de su estirpe
EV04_DETAILED_TEXT_00;Tras regresar a Cornelia, descubren que el ejército de Bahamut ha levantado un campamento cerca del pueblo. Lann propone atajar el problema de raíz: los gemelos van a rodear la vanguardia y atacar por la retaguardia para acabar directamente con el líder enemigo.
EV04_DETAILED_TEXT_01_00;Durante la batalla que se libra en la Meseta de Vanguardia, Lann y Reynn avistan a la valiente princesa en medio del campo de batalla. La princesa Sara sonríe en su dirección, pero su sonrisa se congela cuando un duende gigantesco surge del precipicio que hay a sus espaldas. El valeroso capitán de la guardia la salva justo antes de que la rebane por la mitad con su enorme espadón. Por desgracia, no hay tiempo para celebrarlo, ya que el monstruoso duende se cierne sobre ellos dispuesto a asestar el siguiente golpe...
EV04_DETAILED_TEXT_01_01;Cuando todo parece perdido, el capitán comienza a irradiar una luz extraña. A partir de ese mismo instante deja de ser el capitán de la guardia y se convierte en uno de los héroes legendarios de Cornelia, ¡un Guerrero de la Luz! Reynn y Lann acuden en su ayuda y juntos logran acabar tanto con el duende gigante como con el comandante de las tropas enemigas. Al quitarle el casco a este último, comprueban con asombro que no tienen ante sí a un koloso, sino un mirage. Más llenos de dudas que nunca, los hermanos regresan a Cornelia... Mientras tanto, una fuerza oscura comienza a moverse en la sombra. Se ciernen tiempos lúgubres sobre este mundo...
EV05_DETAILED_TEXT_00;"Con la retirada del ejército de Bahamut vuelve la paz al reino de Cornelia. Sin embargo, todos siguen alerta, ya que en cualquier momento podría producirse una nueva ofensiva. Para fortalecer la capacidad defensiva de Cornelia, la princesa Sara propone contactar con la <QUOT>Liga de los S<QUOT>, una organización que lucha contra la Federación. Dada su implicación en el conflicto, Reynn y Lann ofrecen de nuevo su ayuda a la princesa y se dirigen hacia Saronia con un documento marcado con el sello real
EV05_DETAILED_TEXT_01;De camino a Saronia, Reynn y Lann se adentran en una frondosa arboleda mágica llamada Bosque Fatuo.
EV05_DETAILED_TEXT_02_00;A orillas de un lago en el corazón del bosque, los hermanos se encuentran con la invocadora Yuna, que los confunde con soldados del ejército de Bahamut y los ataca. A pesar de ello, no tarda en darse cuenta de que nuestros amigos poseen el mismo poder que la gran Lusse Farna y les pregunta sobre su identidad. Reynn y Lann recuerdan de pronto que su madre también se llamaba Lusse Farna y le piden a Yuna que les cuente todo lo que sabe sobre ella. Yuna acepta, pero les advierte de que lo único que sabe de ella es lo que ha oído en las leyendas.
EV05_DETAILED_TEXT_02_01;Cien años antes, Grymoire se encontraba al borde de la destrucción. La díada demoniaca sembraba el caos a su paso hasta que, cuando ya todo parecía perdido, una heroína intervino. Lusse Farna invocó a tres heraldos venidos de otro mundo y con su ayuda detuvo a la díada demoniaca. Tras su victoria, sin embargo, desapareció y nadie la volvió a ver. Los heraldos que había invocado permanecieron en Grymoire y, tras fundar la Federación de Bahamut, extendieron su influencia por todo el mundo. Lann se impacienta: no comprende cómo una historia acontecida hace cien años puede ayudarles a encontrar a su madre. Reynn, la más sensata de los dos, le recuerda que su memoria todavía está borrosa y no es del todo fiable... Yuna les informa de que Saronia se ha unido a la Federación, pero a pesar de ello los hermanos deciden proseguir su marcha y dirigirse a Saronia. Por pocas posibilidades que tengan, están decididos a intentarlo.
EV06_DETAILED_TEXT_00;Tras salir del Bosque Fatuo, Reynn y Lann se encuentran ante una gran extensión de nieve. A punto de sufrir una hipotermia, se guarecen en un refugio cercano.
EV06_DETAILED_TEXT_01_00;En el refugio conocen a una chica muy sensata, prudente y de apariencia joven: Sherlotta.
EV06_DETAILED_TEXT_01_01;Los hermanos aprovechan la estancia para descansar y recuperar fuerzas, pero no olvidan buscar algo para combatir el intenso frío que les espera fuera.
EV06_DETAILED_TEXT_02;Sherlotta les regala el calientamanos mágico, un objeto que los protegerá del frío. Acompañados de su nueva amiga Refia, parten hacia Saronia.
EV06_DETAILED_TEXT_03;El grupo se aventura en el Precipicio Témpano, el cual deben atravesar para llegar a su destino. Mientras buscan una salida, extreman las precauciones ante los peligrosos mirages que viven desde hace poco tiempo en el valle.
EV06_DETAILED_TEXT_04;Tras varios ataques por parte de una manada de nakks níveos, el grupo decide cortar por lo sano y acabar con el macho alfa de la manada. Tras darle caza y acorralarlo, se dan cuenta de que han caído en su trampa: ¡son ellos los que están rodeados! Después de un combate del que salen victoriosos a duras penas, nuestros amigos se despiden del Precipicio Témpano.
EV07_DETAILED_TEXT_00;El grupo llega a la gélida Saronia y Refia se separa de los hermanos para ir a visitar a su tío, el barón. De camino allí, deciden hablar con los lugareños para obtener información...
EV07_DETAILED_TEXT_01;Al hablar con las gentes del lugar, Reynn y Lann descubren que quienes aceptan a la Federación llevan una vida próspera y cómoda, mientras que quienes la rechazan sufren. Aunque Saronia se ha unido a la Federación recientemente, las diferencias entre estas dos clases son muy pronunciadas. Desconcertados ante lo que ven, Reynn y Lann deciden reunirse con el barón.
