General_Town_Quest_npc_03_A_01;Oye... Vosotros tenéis un flan, ¿verdad? ¡No lo ocultéis! ¡Tengo un sexto sentido para detectarlos!
General_Town_Quest_npc_03_A_02;¡Estoy loca por los flanes! Me encanta abrazarlos, son tan gelatinosos... Y pellizcarles las mejillas. ¡Son la mayor monada del mundo!
General_Town_Quest_npc_03_A_03;Me gustan tanto que podría pasarme el día entero mirándolos y no aburrirme. Ay...
General_Town_Quest_npc_03_A_04;Pero hay más: mis contactos entre los flanes me han dicho que existe un flan que reina sobre los demás.
General_Town_Quest_npc_03_A_05;Es la flincesa y lidera a otros flanes con esplendor y dignidad. Lo que daría por poder conocerla...
General_Town_Quest_npc_03_B;¡Si la encontráis, presentádmela, por favor!
General_Town_Quest_npc_03_C_01;¡Aaay! ¡Es ella! ¡Qué ojitos tan bonitos! ¡Qué majestuosidad! ¡No tengo palabras para describirla!
General_Town_Quest_npc_03_C_02;Ah... Ojalá pudiéramos estar siempre juntas...
General_Town_Quest_npc_03_C_03;¡Oh, casi se me olvida! ¡Muchas gracias por presentármela! Tomad, esto es para vosotros.
General_Town_Quest_npc_03_D;Si algún día queréis hablar sobre flanes, ya sabéis dónde estoy.
General_Town_Quest_npc_03_E;Oh, flanes... Os amo tanto como la capa al manto...
