ev17_0025_0000;¿No nos pasará nada si montamos?
ev17_0025_0001;Nos llevará a un lugar donde arderemos eternamente.
ev17_0025_0002;Sa-sabes que odio ese tipo de...
ev17_0025_0003;Los billeee... teees... ¡Por favor!
ev17_0025_0004;¡Aaah!
ev17_0025_0005;Es tan solo el revisor cactilio.
ev17_0025_0006;Este debe de ser entonces el trenecito de siempre.
ev17_0025_0007;¿El revisor?
ev17_0025_0008;Así es, el revisor en carne y púas.
ev17_0025_0009;¿Y por qué me has asustado?
ev17_0025_0010;Se la veía un tanto despavorida, moza, así que decidí asustarla para quitarle el miedo del cuerpo cuanto antes.
ev17_0025_0011;¡Eso que dices no tiene ni pies ni cabeza!
ev17_0025_0012;¡Zas!
ev17_0025_0013;¡Quédate quieto!
ev17_0025_0014;¡Zas, zas!
ev17_0025_0015;¡Quieto de una vez!
ev17_0025_0016;¡Zas, zas, zas!
ev17_0025_0017;He dicho que no te muevas, aarg.
ev17_0025_0018;¡Zazazazazaaas!
ev17_0025_0019;¡Aaarg!
ev17_0025_0020;Ja, ja, ja. Cincuenta y tantos años evitando situaciones espinosas, así que sé lo que me hago. Ja, ja.
ev17_0025_0021;¡Aaargs!
ev17_0025_0022;¡A ver si me pillas!
ev17_0025_0023;¡Aaarg! Ven aquí, ¡que te voy a sacar las púas una a una!
ev17_0025_0024;Ja, ja, ja.
ev17_0025_0025;Oye, Reynn...
ev17_0025_0026;Uf, uf, uf...
ev17_0025_0027;Reynn, ¿estás bi...?
ev17_0025_0028;¡Auh!
ev17_0025_0029;Sí, parece que sí.
ev17_0025_0030;¡No hace falta que me lo demuestres así!
ev17_0025_0031;Ja, ja, ja. Siga ejercitándose, joven kolosa, pues no me atrapará ni en mil púas.
ev17_0025_0032;Grrr, ¡ya verás como te pillaré algún día!
ev17_0025_0033;Bueno... Nos estamos distrayendo mucho.
ev17_0025_0034;De acuerdito.
