sub35_010_0000;¿Será aquí? Ese mirage no puede estar muy lejos.
sub35_010_0001;Ya veo que no pierdes el tiempo. Ahora verás... ¡Aaah!
sub35_010_0002;¡Aaah!
sub35_010_0003;¡Oh!
sub35_010_0004;¡¿Estás loco?!
sub35_010_0005;¡Lo siento! ¡Pensé que eras un mirage!
sub35_010_0006;Dicen que por aquí había uno peligroso.
sub35_010_0007;Tú eres el único peligro aquí. ¿Siempre te abalanzas sobre la gente sin avisar?
sub35_010_0008;¡Te digo que lo siento! Venga, olvidemos eso. ¿Adónde ibas?
sub35_010_0009;¿Eh? Lo dices como si creyeses que voy a dejarte venir conmigo.
sub35_010_0010;¡Pues claro! En este bosque hay un mirage muy peligroso.
sub35_010_0011;¡Sería muy temerario adentrarse aquí sin compañía!
sub35_010_0012;No te preocupes. Me las arreglaré por mi cuen...
sub35_010_0013;¡Muy bien! Ya está decidido. Me llamo Snow. ¿Tú?
sub35_010_0014;Celes. Es de mala educación interrum...
sub35_010_0015;¡Celes! ¡Me gusta! ¡Vámonos!
sub35_010_0016;pir...
sub35_010_0017;Háblame de ese mirage.
sub35_010_0018;Según los aldeanos, se supone que es un monstruo gigantesco. Alguien debería hacerse cargo y pararle los pies.
sub35_010_0019;¿Te has dejado convencer para cazarlo? Qué suerte tienen.
sub35_010_0020;¡Baaartz! ¡Muéstrate!
sub35_010_0021;¿Qué ha sido eso?
sub35_010_0022;Al fin te encuentro... ¿Bartz?
sub35_010_0023;Vaya, vaya. Conque eres el mirage del que habla todo el mundo. La verdad es que tienes cara de ser peligroso.
sub35_010_0024;¿Acaso estoy alucinando? ¿Eres Bartz? Te noto diferente. ¿Puede ser el pelo?
sub35_010_0025;¡No dejaré que sigas aterrorizando a los aldeanos! ¡Voy a acabar contigo!
sub35_010_0026;No está mal, pero ¡un engaño tan burdo no será suficiente para confundir al gran Gilgamesh!
sub35_010_0027;Ah, ya entiendo... ¡Debes de ser el que envió a ese horrible ser que me atacó hace un rato!
sub35_010_0028;¿Tus últimas palabras?
sub35_010_0029;Pero ¿qué decís? Esto es como un diálogo de besugos.
sub35_010_0030;¡Eh! Gilgamesh, ¿verdad? Ese monstruo que te atacó, ¿no sería un...?
sub35_010_0031;¡Llevo cien años esperando este momento! ¡Prepárate, Bartz!
sub35_010_0032;Tu reino de terror... ¡ha terminado!
sub35_010_0033;Esto es una locura.
