npc_atyo_0000_0000;¿Eh? Oh, Lann... ¿Qué pi-pingüi...?
npc_atyo_0000_0001;¡Piii! Esta sensación... me está volviendo loca.
npc_atyo_0001_0000;Piii, piii...
npc_atyo_0001_0001;Pirripí...
npc_atyo_0002_0000;Hola, Reynn. ¡Cómo me pingüilegro de ver...!
npc_atyo_0002_0001;La-Lann, ¡no te acerques! A saber qué me ocurriría si lo haces.
npc_atyo_0002_0002;¿Qué te trae por aquí, Reynn?
npc_atyo_0003_0000;Ah, genial. Como si estuvierais en vuestra casa.
npc_atyo_0003_0001;Y tú también, Lann. Lann me hace sentir como si estuviera en casa. Esto... No sé qué he pingüidicho.
npc_atyo_0003_0002;¿En serio? Qué... valientes.
npc_atyo_0003_0003;¡Acepto vuestro reto!
npc_atyo_0003_0004;Je, je. Tenía ganas de desempolvar a mis pingüis, que se me apoltronan y no entrenan.
npc_atyo_0003_0005;Os tengo por buenos pingüiversarios, ¡así que no me defraudéis!
npc_atyo_0003_0006;¡Atacad, queridos pingüis!
npc_atyo_0003_0007;¡Piii!
npc_atyo_0003_0008;¡Pipiii!
npc_atyo_0003_0009;Buen pingüibate...
npc_atyo_0003_0010;Ahora voy a descansar un rato...
npc_atyo_0003_0011;Piiizzz...
npc_atyo_0003_0012;Piiriii...
npc_atyo_0003_0013;A por ellos, mis pingüis...
npc_atyo_0003_0014;Lann, no me toques la corona...
npc_atyo_0004_0000;Solo pasaba por aquí
npc_atyo_0004_0001;¡Quiero luchar!
npc_atyo_0004_0002;¿Qué quieres hacer?
