ev03_add_gimmick02_0000;¡A mí no me mires, yo no he sido!
ev03_add_gimmick02_0001;Nadie ha dicho que fuese culpita tuya.
ev03_add_gimmick02_0002;Eso, no pretendas llevarte siempre el mérito de todo.
ev03_add_gimmick02_0003;Jo...
ev03_add_gimmick02_0004;Tama..., ¿qué ha fallado esta vez?
ev03_add_gimmick02_0005;Este altar parece reaccionar a los elementitos y el peso de los mirages.
ev03_add_gimmick02_0006;Entonces tenemos que acertar con las dos cosas, ¿verdad?
ev03_add_gimmick02_0007;Quizá tengáis que transfigurar algún mirage para dar con la combinación exactita. Volved cuando tengáis el mirage o los mirages adecuados.
ev03_add_gimmick02_0008;Algún día cometeré un error importante.
ev03_add_gimmick02_0009;No, Lann, no creo que llegue ese día.
ev03_add_gimmick02_0010;Nunca jamás.
